,chembl_id,synonyms,max_phase,atc_codes,level_4_atc,level_3_atc,level_2_atc,levle_1_atc,drug_type,passes_ro5,chirality,prodrug,oral,parenteral,topical,black_box,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,indication_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,inchi_key,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,pubchem_cid,withdrawn_chembl
316,CHEMBL460287,EPODYL|ETHOGLUCID|ETOGLUCID|ICI 32865,4,L01AG01,L01AG - Epoxides,L01A - ALKYLATING AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,C(COCCOCC1CO1)OCCOCC1CO1,Small molecule,MOL,True,,-0.15,0,-0.33,-0.33,,,262.30,6,6,0,0,18,NEUTRAL,262.30,262.1416,0,0,61.98,0.34,N,13,CHEMBL460287,C(COCCOCC1CO1)OCCOCC1CO1,UMILHIMHKXVDGH-UHFFFAOYSA-N,UMILHIMHKXVDGH-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
319,CHEMBL1520,BAY-389456|BAY38-9456|LEVITRA|VARDENAFIL|Vardenafil,4,G04BE09,G04BE - Drugs used in erectile dysfunction,G04B - UROLOGICALS,G04 - UROLOGICALS,G - GENITO URINARY SYSTEM AND SEX HORMONES,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Small molecule,MOL,True,,2.07,3,1.40,1.43,11.75,6.21,488.61,8,10,1,1,34,NEUTRAL,488.61,488.2206,0,0,112.90,0.52,N,8,CHEMBL1520,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,SECKRCOLJRRGGV-UHFFFAOYSA-N,SECKRCOLJRRGGV-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
321,CHEMBL288441,BOSULIF|BOSUTINIB|BOSUTINIB MONOHYDRATE|SK-606|SKI-606,4,L01XE14,L01XE - Protein kinase inhibitors,L01X - OTHER ANTINEOPLASTIC AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,False,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Small molecule,MOL,True,,5.19,3,3.37,4.09,,8.03,530.46,8,8,1,1,36,NEUTRAL,530.46,529.1647,2,2,82.88,0.38,N,9,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,UBPYILGKFZZVDX-UHFFFAOYSA-N,Safe,INHIBITOR+INHIBITOR+INHIBITOR+INHIBITOR+INHIBITOR,True+True+True+True+True,True+True+True+True+True,True+True+True+True+True,CHEMBL1862+CHEMBL267+CHEMBL3234+CHEMBL3905+CHEMBL2096618,missing,0
334,CHEMBL480,A-65006|AG-1749|LANSOPRAZOLE|OPIREN|PREVACID 24 HR|PREVACID IV|Prevacid|Prevacid Delayed Release|Prevacid SoluTab|ZOTON,4,A02BC03 | A02BC53,A02BC - Proton pump inhibitors | A02BC - Proton pump inhibitors,A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD) | A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02 - DRUGS FOR ACID RELATED DISORDERS | A02 - DRUGS FOR ACID RELATED DISORDERS,A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,True,False,False,Over the Counter,None,None,None,None,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Small molecule,MOL,True,Anti-Ulcerative,3.52,3,3.03,3.03,9.35,4.16,369.37,4,5,1,1,25,NEUTRAL,369.37,369.0759,0,0,67.87,0.75,N,5,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,MJIHNNLFOKEZEW-UHFFFAOYSA-N,MJIHNNLFOKEZEW-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2095173,missing,0
336,CHEMBL502,Aricept|DONEPEZIL|Donepezil|E-2020,4,N06DA02,N06DA - Anticholinesterases,N06D - ANTI-DEMENTIA DRUGS,N06 - PSYCHOANALEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,False,Prescription Only,None,None,None,None,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Small molecule,MOL,True,Dementia Symptoms Treatment Adjunct; Inhibitor (acetylcholinesterase); Cognition Adjuvant; Alzheimer's Disease Treatment (adjunct),4.36,2,3.04,4.21,,8.54,379.50,4,4,0,0,28,BASE,379.50,379.2147,0,0,38.77,0.75,N,6,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,ADEBPBSSDYVVLD-UHFFFAOYSA-N,ADEBPBSSDYVVLD-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
338,CHEMBL1465,BS-7565|Liquamar|MARCOUMAR|PHENPROCOUMON|PHENPROCUMONE|RO-1-4849,4,B01AA04,B01AA - Vitamin K antagonists,B01A - ANTITHROMBOTIC AGENTS,B01 - ANTITHROMBOTIC AGENTS,B - BLOOD AND BLOOD FORMING ORGANS,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,False,Discontinued,None,None,None,None,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Small molecule,MOL,True,,4.04,3,2.03,3.74,5.67,,280.32,3,3,1,1,21,ACID,280.32,280.1099,0,0,50.44,0.74,N,3,CHEMBL1465,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,DQDAYGNAKTZFIW-UHFFFAOYSA-N,DQDAYGNAKTZFIW-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL1930,missing,0
339,CHEMBL32800,BERODUAL|BERODUAL N|BEROTEC|BEROTEC 100|BEROTEC 200|Berotec [as hydrobromide]|DUOVENT|FENOTEROL|FENOTEROL HYDROBROMIDE|TH 1165A FREE BASE|TH 1165A [AS HYDROBROMIDE SALT]|TH-1165|TH-1165A FREE BASE,4,R03AC04 | R03CC04 | G02CA03,"R03AC - Selective beta-2-adrenoreceptor agonists | R03CC - Selective beta-2-adrenoreceptor agonists | G02CA - Sympathomimetics, labour repressants","R03A - ADRENERGICS, INHALANTS | R03C - ADRENERGICS FOR SYSTEMIC USE | G02C - OTHER GYNECOLOGICALS",R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | G02 - OTHER GYNECOLOGICALS,R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | G - GENITO URINARY SYSTEM AND SEX HORMONES,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Withdrawn,1990,Asthma Mortality,New Zealand,Respiratory toxicity,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,Small molecule,MOL,True,Bronchodilator,2.06,2,0.33,1.47,8.85,9.63,303.36,5,5,5,5,22,BASE,303.36,303.1471,0,0,92.95,0.56,N,6,CHEMBL32800,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,LSLYOANBFKQKPT-UHFFFAOYSA-N,LSLYOANBFKQKPT-UHFFFAOYSA-N,Safe,AGONIST,True,True,True,CHEMBL210,missing,1
343,CHEMBL2095209,AMR 101|AMR-101|AMR101|EICOSAPENTAENOIC ACID ETHYL ESTER|ETHYL ICOSAPENTATE|ICOSAPENT ETHYL|VASCEPA,4,,,,,,1:Synthetic Small Molecule,False,Achiral Molecule,True,True,False,False,False,Prescription Only,None,None,None,None,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,Small molecule,MOL,True,,6.47,0,6.73,6.73,,,330.51,2,2,0,0,24,,330.51,330.2559,1,1,26.30,0.21,N,14,CHEMBL2095209,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,Safe,,True,True,True,,missing,0
350,CHEMBL1152,ECONOPRED|FLO-PRED|Meticortelone|NSC-10966|Omnipred|PRED FORTE|PRED FTE|PRED MILD|PREDNISOLONE 21-ACETATE|PREDNISOLONE ACETATE|Prednisolone Acetate|Sterane|ULTRACORTENOL,4,A07EA01 | S01CB02 | D07XA02 | D07AA03 | S03BA02 | C05AA04 | S01BA04 | S02BA03 | R01AD02 | H02AB06,"A07EA - Corticosteroids acting locally | S01CB - Corticosteroids/antiinfectives/mydriatics in combination | D07XA - Corticosteroids, weak, other combinations | D07AA - Corticosteroids, weak (group I) | S03BA - Corticosteroids | C05AA - Corticosteroids | S01BA - Corticosteroids, plain | S02BA - Corticosteroids | R01AD - Corticosteroids | H02AB - Glucocorticoids","A07E - INTESTINAL ANTIINFLAMMATORY AGENTS | S01C - ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | D07A - CORTICOSTEROIDS, PLAIN | S03B - CORTICOSTEROIDS | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | S01B - ANTIINFLAMMATORY AGENTS | S02B - CORTICOSTEROIDS | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | S01 - OPHTHALMOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | C05 - VASOPROTECTIVES | S01 - OPHTHALMOLOGICALS | S02 - OTOLOGICALS | R01 - NASAL PREPARATIONS | H02 - CORTICOSTEROIDS FOR SYSTEMIC USE","A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | S - SENSORY ORGANS | C - CARDIOVASCULAR SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",7:Natural Product-derived,True,Single Stereoisomer,True,True,True,True,False,Prescription Only,None,None,None,None,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Small molecule,MOL,True,Glucocorticoid,2.13,0,1.71,1.71,12.61,,402.49,6,6,2,2,29,NEUTRAL,402.49,402.2042,0,0,100.90,0.70,N,3,CHEMBL1152,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,LRJOMUJRLNCICJ-JZYPGELDSA-N,LRJOMUJRLNCICJ-JZYPGELDSA-N,Safe,AGONIST,True,True,True,CHEMBL2034,missing,0
351,CHEMBL444633,ANSAMYCIN|LM 427|LM-427|MYCOBUTIN|Mycobutin|RIFABUTIN,4,J04AB04,J04AB - Antibiotics,J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS,J04 - ANTIMYCOBACTERIALS,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,False,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,Small molecule,MOL,True,Antibacterial (antimycobacterial),4.62,1,3.94,3.88,6.88,7.87,847.02,14,15,5,5,61,NEUTRAL,847.02,846.4415,2,2,205.55,0.26,N,4,CHEMBL444633,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,ATEBXHFBFRCZMA-VXTBVIBXSA-N,ATEBXHFBFRCZMA-VXTBVIBXSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2364672,missing,0
365,CHEMBL2109005,"CASTOR OIL|CASTOR OIL, AROMATIC|FEMA NO. 2263|OLEUM RICINI|RICINUS COMMUNIS FIBRE OIL|RICINUS COMMUNIS OIL|RICINUS COMMUNIS SEED OIL",4,A06AB05,A06AB - Contact laxatives,A06A - DRUGS FOR CONSTIPATION,A06 - DRUGS FOR CONSTIPATION,A - ALIMENTARY TRACT AND METABOLISM,7:Natural Product-derived,False,Single Stereoisomer,False,False,False,False,False,Unknown,None,None,None,None,,Small molecule,NONE,False,Laxative,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,CHEMBL2109005,missing,missing,missing,Safe,missing,missing,missing,missing,missing,missing,0
379,CHEMBL1621597,IPRATROPIUM,4,,,,,,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,True,False,Prescription Only,None,None,None,None,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,Small molecule,MOL,True,Bronchodilator,2.85,1,-1.82,-1.82,,,332.46,3,4,1,1,24,NEUTRAL,332.46,332.2220,0,0,46.53,0.67,N,5,CHEMBL1621597,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,OEXHQOGQTVQTAT-BHIXFJMTSA-N,OEXHQOGQTVQTAT-BHIXFJMTSA-N,Safe,missing,missing,missing,missing,missing,missing,0
380,CHEMBL2109152,"ALPHA KERI|ASHBOURNE EMOLLIENT|AVEENO|Balneol|DERMALO|DOUBLEBASE|E-905D|EMMOLATE|EMULSIDERM|GPPE EMOLLIENT|INS NO.905D|INS-905D|LACRI-LUBE|LIQ PARAF LIGHT|LIQUID PARAFFIN|LUBRI-TEARS|MINERAL OIL|Neo-Cultol|Nujol|OILATUM JNR|PARAFFIN, LIQUID|PETROLAGAR|PETROLATUM, LIQUID|RAE'S|ZEROLATUM|ZEROLATUM PLUS",4,A06AA51 | A06AA01,"A06AA - Softeners, emollients | A06AA - Softeners, emollients",A06A - DRUGS FOR CONSTIPATION | A06A - DRUGS FOR CONSTIPATION,A06 - DRUGS FOR CONSTIPATION | A06 - DRUGS FOR CONSTIPATION,A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM,1:Synthetic Small Molecule,False,Single Stereoisomer,False,False,False,False,False,Unknown,None,None,None,None,,Small molecule,NONE,False,Laxative; Pharmaceutic Aid (solvent),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,CHEMBL2109152,missing,missing,missing,Safe,missing,missing,missing,missing,missing,missing,0
382,CHEMBL1650818,AMDINOCILLIN PIVOXIL|Coactabs|PIVMECILLINAM|PIVMECILLINAM HYDROCHLORIDE|RO 10-9071|RO-10-9071|SELEXID,4,J01CA08,J01CA - Penicillins with extended spectrum,"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,True,Single Stereoisomer,True,False,False,False,False,Unknown,None,None,None,None,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,Small molecule,MOL,True,Antibacterial,2.41,0,2.28,2.91,13.66,7.91,439.58,7,8,0,0,30,NEUTRAL,439.58,439.2141,0,0,88.51,0.21,N,5,CHEMBL1650818,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,NPGNOVNWUSPMDP-UTEPHESZSA-N,NPGNOVNWUSPMDP-UTEPHESZSA-N,Safe,missing,missing,missing,missing,missing,missing,0
390,CHEMBL416,8-METHOXYPSORALEN|8-MOP|DELTASORALEN|MELADININE|METHOXSALEN|Methoxsalen|NSC-45923|OXSORALEN-ULTRA|Oxsoralen|PUVASORALEN-8|SM-88 COMPONENT METHOXSALEN|UVADEX|XANTHOTOXIN,4,D05AD02 | D05BA02,D05AD - Psoralens for topical use | D05BA - Psoralens for systemic use,D05A - ANTIPSORIATICS FOR TOPICAL USE | D05B - ANTIPSORIATICS FOR SYSTEMIC USE,D05 - ANTIPSORIATICS | D05 - ANTIPSORIATICS,D - DERMATOLOGICALS | D - DERMATOLOGICALS,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,True,True,True,Prescription Only,None,None,None,None,COc1c2occc2cc2ccc(=O)oc12,Small molecule,MOL,True,Pigmentation Agent,2.55,3,1.78,1.78,,,216.19,4,4,0,0,16,NEUTRAL,216.19,216.0423,0,0,52.58,0.59,N,1,CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG-UHFFFAOYSA-N,toxic_carcinogenic,INHIBITOR,True,True,True,CHEMBL2311221,missing,0
396,CHEMBL1604,Anspor|CEFRADINE|CEPHRADINE|Cefradine|Ecosporina|NICEF|SK&F D-39304|SK-D-39304|SQ 11436|SQ 22022 [DIHYDRATE]|SQ-11436|SQ-22022|VELOSEF '125'|VELOSEF '250'|VELOSEF '500'|Velosef,4,J01DB09,J01DB - First-generation cephalosporins,J01D - OTHER BETA-LACTAM ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,True,Single Stereoisomer,False,True,True,False,False,Discontinued,None,None,None,None,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,Small molecule,MOL,True,Antibacterial,0.35,0,-2.64,-2.45,3.27,7.60,349.41,5,7,3,4,24,ACID,349.41,349.1096,0,0,112.73,0.50,N,4,CHEMBL1604,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,RDLPVSKMFDYCOR-UEKVPHQBSA-N,RDLPVSKMFDYCOR-UEKVPHQBSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2354204,missing,0
399,CHEMBL1623992,PIPERIDOLATE,4,A03AA30,"A03AA - Synthetic anticholinergics, esters with tertiary amino group",A03A - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A - ALIMENTARY TRACT AND METABOLISM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,Small molecule,MOL,True,,3.85,2,3.32,4.27,,8.31,323.44,3,3,0,0,24,NEUTRAL,323.44,323.1885,0,0,29.54,0.78,N,5,CHEMBL1623992,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
402,CHEMBL137,ACEA|ANABACT|BAY-5360|BAYER 5360|BAYER-5360|DRAZIFON|ELYZOL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl|Flagyl 375|Flagyl i.v. rtu in plastic container|METRO I.V.|METROCREAM|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|Metrogel|NEUTRATOP|NORZOL|NSC-50364|NSC-69587|NUVESSA|Noritate|PROTOSTAT|ROSICED|ROZEX|RP 8823|RP-8823|SATRIC|VAGINYL|Vandazole|ZADSTAT|ZIDOVAL|ZYOMET,4,P01AB01 | G01AF01 | J01XD01 | A01AB17 | D06BX01 | P01AB51,P01AB - Nitroimidazole derivatives | G01AF - Imidazole derivatives | J01XD - Imidazole derivatives | A01AB - Antiinfectives and antiseptics for local oral treatment | D06BX - Other chemotherapeutics | P01AB - Nitroimidazole derivatives,"P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | J01X - OTHER ANTIBACTERIALS | A01A - STOMATOLOGICAL PREPARATIONS | D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES",P01 - ANTIPROTOZOALS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | A01 - STOMATOLOGICAL PREPARATIONS | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | P01 - ANTIPROTOZOALS,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | G - GENITO URINARY SYSTEM AND SEX HORMONES | J - ANTIINFECTIVES FOR SYSTEMIC USE | A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",1:Synthetic Small Molecule,True,Achiral Molecule,False,True,True,True,True,Prescription Only,None,None,None,None,Cc1ncc([N+](=O)[O-])n1CCO,Small molecule,MOL,True,"Antibacterial,Antiprotozoal (trichomonas)",0.09,1,-0.46,-0.46,,3.03,171.16,5,6,1,1,12,NEUTRAL,171.16,171.0644,0,0,81.19,0.52,N,3,CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,toxic_carcinogenic,INHIBITOR,True,True,True,CHEMBL2364041,missing,0
404,CHEMBL447629,DBM|MITOBRONITOL|MYELOBROMOL,4,L01AX01,L01AX - Other alkylating agents,L01A - ALKYLATING AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,True,Single Stereoisomer,False,False,False,False,False,Unknown,None,None,None,None,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,Small molecule,MOL,True,,-0.78,0,-0.65,-0.65,12.63,,307.97,4,4,4,4,12,NEUTRAL,307.97,305.9102,0,0,80.92,0.50,N,5,CHEMBL447629,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,VFKZTMPDYBFSTM-KVTDHHQDSA-N,VFKZTMPDYBFSTM-KVTDHHQDSA-N,Safe,missing,missing,missing,missing,missing,missing,0
405,CHEMBL2105131,BAY 1500|BAYCARON|MEFRUSIDE,4,C03BA05,"C03BA - Sulfonamides, plain","C03B - LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03 - DIURETICS,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Small molecule,MOL,True,Diuretic,1.18,1,0.92,0.94,8.68,,382.89,5,7,1,2,23,NEUTRAL,382.89,382.0424,0,0,106.77,0.82,N,5,CHEMBL2105131,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,SMNOERSLNYGGOU-UHFFFAOYSA-N,SMNOERSLNYGGOU-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
427,CHEMBL1144,C10AA03|PRAVASTATIN|Pravachol|Pravastatin,4,C10AA03,C10AA - HMG CoA reductase inhibitors,"C10A - LIPID MODIFYING AGENTS, PLAIN",C10 - LIPID MODIFYING AGENTS,C - CARDIOVASCULAR SYSTEM,7:Natural Product-derived,True,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,Small molecule,MOL,True,Antihyperlipidemic,2.44,0,-1.38,1.65,4.21,,424.53,6,7,4,4,30,ACID,424.53,424.2461,0,0,124.29,0.40,N,10,CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,TUZYXOIXSAXUGO-PZAWKZKUSA-N,TUZYXOIXSAXUGO-PZAWKZKUSA-N,Safe,missing,missing,missing,missing,missing,missing,0
439,CHEMBL19215,FI 6337|LISERDOL|MCE|METERGOLINE,4,G02CB05,G02CB - Prolactine inhibitors,G02C - OTHER GYNECOLOGICALS,G02 - OTHER GYNECOLOGICALS,G - GENITO URINARY SYSTEM AND SEX HORMONES,7:Natural Product-derived,True,Single Stereoisomer,False,False,False,False,False,Unknown,None,None,None,None,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,Small molecule,MOL,True,,4.06,3,3.11,3.99,,8.22,403.53,4,5,1,1,30,NEUTRAL,403.53,403.2260,0,0,46.50,0.71,N,4,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,WZHJKEUHNJHDLS-QTGUNEKASA-N,WZHJKEUHNJHDLS-QTGUNEKASA-N,Safe,missing,missing,missing,missing,missing,missing,0
