,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3
439,CHEMBL19215,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,Small molecule,MOL,True,4.06,3,3.11,3.99,,8.22,403.53,4,5,1,1,30,NEUTRAL,403.53,403.2260,0,0,46.50,0.71,N,4,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,WZHJKEUHNJHDLS-QTGUNEKASA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
460,CHEMBL121,4.0,Racemic Mixture,False,True,False,False,Prescription Only,2010,Increased risk of ischaemic heart disease,European Union,Cardiotoxicity,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Small molecule,MOL,True,2.49,2,2.21,2.45,6.84,6.23,357.44,6,6,1,1,25,NEUTRAL,357.44,357.1147,0,0,71.53,0.82,N,7,CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N,toxic_cardio,missing,missing,missing,missing,missing,,,0.0,,,,1,0,0
462,CHEMBL1200937,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,Small molecule,MOL,True,2.27,1,1.41,1.58,13.17,7.09,690.86,11,13,2,2,48,NEUTRAL,690.86,690.3299,2,2,176.42,0.40,N,7,CHEMBL1200937,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,SUYRLXYYZQTJHF-VMBLUXKRSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
464,CHEMBL1237066,4.0,Unknown,False,False,True,False,Discontinued,None,None,None,None,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],Small molecule,MOL,False,,,,,,,490.42,,,,,,,490.42,490.0847,,,,,,,CHEMBL1237066,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],FATUQANACHZLRT-KMRXSBRUSA-L,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
466,CHEMBL2396661,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Small molecule,MOL,True,3.84,2,2.67,2.81,7.79,2.81,441.48,5,7,2,3,30,NEUTRAL,441.48,441.1446,0,0,101.21,0.75,N,4,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,STUWGJZDJHPWGZ-LBPRGKRZSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
469,CHEMBL38,4.0,Achiral Molecule,False,True,False,True,Prescription Only,None,None,None,None,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,Small molecule,MOL,True,5.60,0,2.42,5.01,4.76,,300.44,1,2,1,1,22,ACID,300.44,300.2089,1,1,37.30,0.53,N,5,CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,SHGAZHPCJJPHSC-YCNIQYBTSA-N,toxic_hema+toxic_teratogen,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
470,CHEMBL3358920,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,Small molecule,MOL,True,6.93,3,3.45,6.45,4.26,,457.49,2,4,2,2,33,ACID,457.49,457.1865,1,1,62.32,0.42,N,6,CHEMBL3358920,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,MVGWUTBTXDYMND-QGZVFWFLSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
498,CHEMBL2010601,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,Small molecule,MOL,True,5.08,3,5.76,5.76,9.66,,392.50,3,5,3,3,29,NEUTRAL,392.50,392.2100,1,1,82.19,0.57,N,2,CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
507,CHEMBL1088,4.0,Racemic Mixture,False,True,True,False,Discontinued,None,None,None,None,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,Small molecule,MOL,True,4.90,2,2.72,3.57,,8.19,386.59,4,3,0,0,26,NEUTRAL,386.59,386.1487,0,0,23.55,0.75,N,4,CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,SLVMESMUVMCQIY-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
512,CHEMBL473417,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Small molecule,MOL,True,4.71,3,3.93,3.93,13.50,3.70,421.31,4,5,1,1,27,NEUTRAL,421.31,420.0102,0,0,76.13,0.66,N,4,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,toxic_teratogen,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
528,CHEMBL1290,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,Small molecule,MOL,True,3.47,1,1.24,3.55,,9.76,291.44,3,3,2,2,21,BASE,291.44,291.2198,0,0,41.49,0.84,N,6,CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,KQXKVJAGOJTNJS-HNNXBMFYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
532,CHEMBL2103831,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,Small molecule,MOL,False,3.48,2,3.72,3.72,,,347.37,6,7,0,0,25,NEUTRAL,347.37,347.1369,0,0,87.90,0.30,N,9,CHEMBL2103831,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,AKFJWRDCWYYTIG-ZDUSSCGKSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
545,CHEMBL12948,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CC1CCC(NC(=O)N(CCCl)N=O)CC1,Small molecule,MOL,False,2.50,0,2.44,2.44,,,247.73,3,5,1,1,16,NEUTRAL,247.73,247.1088,0,0,61.77,0.47,N,4,CHEMBL12948,CC1CCC(NC(=O)N(CCCl)N=O)CC1,FVLVBPDQNARYJU-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
548,CHEMBL1201266,4.0,Achiral Molecule,False,False,False,True,Prescription Only,None,None,None,None,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,Small molecule,MOL,True,0.26,1,-6.23,0.83,0.56,,311.64,5,9,4,4,21,ACID,311.64,310.9945,0,0,156.59,0.57,N,2,CHEMBL1201266,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,RVGLGHVJXCETIO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
550,CHEMBL4297849,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1,Small molecule,MOL,False,5.12,3,5.36,6.30,4.21,1.31,591.66,8,9,1,1,41,ACID,591.66,591.2127,2,2,106.42,0.37,N,9,CHEMBL4297849,C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1,IGEOJNMYRZUKIK-IBGZPJMESA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
551,CHEMBL119423,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,Sc1[nH]cnc2nncc1-2,Small molecule,MOL,True,0.59,0,-1.55,-0.46,5.48,0.13,152.18,4,4,2,1,10,ACID,152.18,152.0157,0,0,54.46,0.43,N,0,CHEMBL119423,Sc1[nH]cnc2nncc1-2,PYAOPMWCFSVFOT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
556,CHEMBL1200692,4.0,Achiral Molecule,True,True,False,False,Prescription Only,None,None,None,None,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Small molecule,MOL,True,4.17,5,3.24,4.54,4.25,3.63,558.60,11,12,2,2,41,ACID,558.60,558.2227,2,2,162.16,0.24,N,10,CHEMBL1200692,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,UQGKUQLKSCSZGY-UHFFFAOYSA-N,toxic_teratogen,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
564,CHEMBL1442422,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,Small molecule,MOL,True,2.98,2,1.75,2.64,,8.23,295.39,3,4,0,0,22,NEUTRAL,295.39,295.1685,0,0,26.79,0.87,Y,3,CHEMBL1442422,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,QPGGEKPRGVJKQB-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
570,CHEMBL1623,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Small molecule,MOL,True,5.56,3,5.91,6.39,,7.71,390.96,2,2,0,0,28,NEUTRAL,390.96,390.1863,1,1,6.48,0.56,N,5,CHEMBL1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
577,CHEMBL1200391,4.0,Achiral Molecule,False,False,True,False,Prescription Only,None,None,None,None,NC(CO)(CO)CO,Small molecule,MOL,True,-2.34,0,-4.26,-2.71,,8.95,121.14,4,4,4,5,8,BASE,121.14,121.0739,0,0,86.71,0.34,N,3,CHEMBL1200391,NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
580,CHEMBL1363,4.0,Single Stereoisomer,False,False,False,True,Prescription Only,None,None,None,None,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,Small molecule,MOL,True,2.22,2,0.04,1.06,8.61,9.81,344.41,5,6,4,4,25,BASE,344.41,344.1736,0,0,90.82,0.41,N,9,CHEMBL1363,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,BPZSYCZIITTYBL-YJYMSZOUSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
588,CHEMBL1311,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,Small molecule,MOL,True,-1.28,0,-0.71,-0.71,13.34,,191.14,6,7,1,1,13,NEUTRAL,191.14,191.0430,0,0,91.06,0.43,N,2,CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,YWXYYJSYQOXTPL-SLPGGIOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
591,CHEMBL118218,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,Small molecule,MOL,False,1.67,0,0.67,0.67,12.77,,246.31,3,3,2,2,18,NEUTRAL,246.31,246.1256,0,0,57.53,0.74,Y,1,CHEMBL118218,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,NICJCIQSJJKZAH-AWEZNQCLSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
597,CHEMBL1004,4.0,Racemic Mixture,False,True,False,False,Over the Counter,None,None,None,None,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,Small molecule,MOL,True,2.92,2,1.48,2.96,,8.87,270.38,3,3,0,0,20,BASE,270.38,270.1732,0,0,25.36,0.81,N,6,CHEMBL1004,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,HCFDWZZGGLSKEP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,,,1,0,0
599,CHEMBL190044,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,Small molecule,MOL,False,3.74,2,2.81,4.11,,8.68,387.48,6,6,0,0,28,BASE,387.48,387.2046,0,0,57.23,0.61,N,9,CHEMBL190044,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,LORDFXWUHHSAQU-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
605,CHEMBL464982,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,Small molecule,MOL,True,5.66,0,3.62,6.06,4.92,,278.44,1,2,1,1,20,ACID,278.44,278.2246,1,1,37.30,0.35,N,13,CHEMBL464982,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,VZCCETWTMQHEPK-QNEBEIHSSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
621,CHEMBL186,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,Small molecule,MOL,True,-1.28,1,-3.45,-4.22,2.82,3.62,480.57,10,11,2,3,32,ACID,480.57,480.1250,1,0,150.04,0.21,N,7,CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
624,CHEMBL184412,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,Small molecule,MOL,True,7.05,3,3.96,5.28,9.08,9.79,556.77,6,7,1,1,39,BASE,556.77,556.2971,2,2,88.85,0.13,N,18,CHEMBL184412,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
626,CHEMBL123558,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,Small molecule,MOL,False,3.23,2,1.64,2.59,11.95,8.30,457.96,6,8,0,0,32,NEUTRAL,457.96,457.1881,0,0,72.60,0.35,N,8,CHEMBL123558,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,MREBEPTUUMTTIA-PCLIKHOPSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
627,CHEMBL1352,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,O=[N+]([O-])O,Small molecule,MOL,False,-0.35,0,-2.57,-0.20,,,63.01,2,4,1,1,4,,63.01,62.9956,0,0,63.37,0.31,N,0,CHEMBL1352,O=[N+]([O-])O,GRYLNZFGIOXLOG-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
631,CHEMBL1624,4.0,Single Stereoisomer,False,True,True,False,Prescription Only,None,None,None,None,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Small molecule,MOL,True,4.56,2,3.44,3.73,0.27,9.43,776.87,4,5,3,4,24,ZWITTERION,776.87,776.6867,1,1,92.78,0.39,N,5,CHEMBL1624,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
641,CHEMBL428880,4.0,Achiral Molecule,False,True,False,True,Over the Counter,None,None,None,None,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,Small molecule,MOL,True,2.11,4,-5.57,1.48,1.55,,468.37,9,11,3,3,34,ACID,468.37,468.0693,1,0,173.71,0.35,N,8,CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
642,CHEMBL1233058,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,Small molecule,MOL,False,-3.22,0,-2.93,-2.93,11.30,,180.16,6,6,5,5,12,NEUTRAL,180.16,180.0634,0,0,110.38,0.29,N,1,CHEMBL1233058,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,WQZGKKKJIJFFOK-PHYPRBDBSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
643,CHEMBL1278,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,Small molecule,MOL,True,2.07,2,-0.34,1.44,11.55,9.18,335.47,3,5,2,2,23,BASE,335.47,335.1667,0,0,65.20,0.88,N,5,CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,AMKVXSZCKVJAGH-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
649,CHEMBL1078549,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@@H]3C[C@@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Small molecule,MOL,False,-1.36,1,-0.39,-0.39,11.54,,480.47,11,11,5,5,34,NEUTRAL,480.47,480.1632,1,1,164.37,0.31,N,6,CHEMBL1078549,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@@H]3C[C@@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,YKRGDOXKVOZESV-QYDSDWLYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
657,CHEMBL4594246,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,Small molecule,MOL,False,1.80,0,1.05,1.05,,,477.63,9,8,1,1,30,NEUTRAL,477.63,477.0950,0,0,110.21,0.30,N,9,CHEMBL4594246,CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,NBPVNGWRLGHULH-JKOUTOBWSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
659,CHEMBL1220,4.0,Achiral Molecule,True,True,False,False,Prescription Only,None,None,None,None,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,Small molecule,MOL,True,0.53,1,-0.58,-0.58,,3.28,247.28,6,7,0,0,16,NEUTRAL,247.28,247.0627,0,0,95.10,0.56,N,5,CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,toxic_carcinogenic,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
662,CHEMBL4297588,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,Small molecule,MOL,False,5.88,3,2.87,6.28,3.40,,740.95,9,12,5,5,51,ACID,740.95,740.2914,3,2,174.37,0.11,N,17,CHEMBL4297588,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,XULSCZPZVQIMFM-IPZQJPLYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
668,CHEMBL832,4.0,Racemic Mixture,False,True,False,False,Discontinued,None,None,None,None,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,Small molecule,MOL,True,3.80,3,1.10,3.19,3.86,,404.49,3,5,0,0,29,ACID,404.49,404.1195,0,0,57.69,0.59,N,6,CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MBGGBVCUIVRRBF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
669,CHEMBL579205,4.0,Achiral Molecule,False,False,True,False,Prescription Only,None,None,None,None,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,Small molecule,MOL,False,3.85,3,3.44,3.45,9.23,2.89,274.32,4,3,2,2,19,NEUTRAL,274.32,274.0576,0,0,45.15,0.75,N,2,CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,VVECGOCJFKTUAX-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
670,CHEMBL2107787,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1(C)[C@@H]3O[C@H](CN(C)C)O[C@@H]3C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ncccc4F)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,Small molecule,MOL,False,4.56,2,3.69,4.07,11.75,7.55,881.99,15,16,3,3,63,NEUTRAL,881.99,881.4110,2,2,201.51,0.17,N,10,CHEMBL2107787,CC(=O)O[C@@]12CO[C@@H]1CC[C@@]1(C)[C@@H]3O[C@H](CN(C)C)O[C@@H]3C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ncccc4F)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,MODVSQKJJIBWPZ-VLLPJHQWSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
671,CHEMBL4297455,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,Small molecule,MOL,False,2.49,4,-1.26,1.89,3.58,2.27,421.36,8,8,1,1,29,ACID,421.36,421.0456,0,0,110.86,0.54,N,4,CHEMBL4297455,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,YRGPAXAVTDMKDK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
677,CHEMBL498485,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1,Small molecule,MOL,False,4.09,3,3.06,4.33,6.22,,368.39,6,6,3,3,27,ACID,368.39,368.1260,0,0,100.13,0.60,N,4,CHEMBL498485,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1,TUUXBSASAQJECY-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
680,CHEMBL1201353,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,Small molecule,MOL,True,3.82,2,1.52,3.58,,9.47,274.80,2,2,0,0,19,BASE,274.80,274.1237,0,0,16.13,0.82,N,5,CHEMBL1201353,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-HNNXBMFYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
